Fiscal Year,Agency Code,Agency Name,Unit Code,Unit Name,Program Code,Program Name,Subprogram Code,Subprogram Name,Object Code,Object Name,Comptroller Subobject Code,Comptroller Subobject Name,Agency Subobject Code,Agency Subobject Name,Fund Type Name,Budget,Organization Code,Category,Category Title
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",4,Academic Support,0,Academic Support,13,Fixed Charges,1399,Other,1399,Other,Current Unrestricted Funds,"482,852",R30_B22_04,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",4,Academic Support,0,Academic Support,14,Land and Structures,1499,Other Land and Structures,1499,OTHER LAND AND STRUCTURES,Current Restricted Funds,"211,428",R30_B22_04,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",4,Academic Support,0,Academic Support,14,Land and Structures,1499,Other Land and Structures,1499,OTHER LAND AND STRUCTURES,Current Unrestricted Funds,"3,605,255",R30_B22_04,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,1,"Salaries, Wages and Fringe Benefits",101,Regular Earnings,101,Regular Earnings,Current Unrestricted Funds,"28,986,434",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,1,"Salaries, Wages and Fringe Benefits",102,Additional Assistance,102,ADDITIONAL ASSISTANCE,Current Unrestricted Funds,"2,167,539",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,1,"Salaries, Wages and Fringe Benefits",104,Overtime Earnings,104,OVERTIME EARNINGS,Current Restricted Funds,39,R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,1,"Salaries, Wages and Fringe Benefits",104,Overtime Earnings,104,OVERTIME EARNINGS,Current Unrestricted Funds,"46,854",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,1,"Salaries, Wages and Fringe Benefits",111,Accrued Leave Payments,111,Accrued Leave Payments,Current Unrestricted Funds,"361,743",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,1,"Salaries, Wages and Fringe Benefits",120,Student Payments,120,Student Payments,Current Unrestricted Funds,"897,531",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,1,"Salaries, Wages and Fringe Benefits",151,Social Security Contributions,151,Social Security Contributions,Current Unrestricted Funds,"1,494,442",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,1,"Salaries, Wages and Fringe Benefits",152,Health Insurance,152,HEALTH INSURANCE,Current Unrestricted Funds,"3,739,929",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,1,"Salaries, Wages and Fringe Benefits",154,Retirees Health Insurance Premiums,154,Retirees Health Insurance Premiums,Current Unrestricted Funds,"1,241,112",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,1,"Salaries, Wages and Fringe Benefits",161,Employees' Retirement,161,Employees' Retirement,Current Unrestricted Funds,"2,034,877",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,1,"Salaries, Wages and Fringe Benefits",163,Teachers' Retirement System,163,Teachers' Retirement System,Current Unrestricted Funds,"20,140",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,1,"Salaries, Wages and Fringe Benefits",168,Optional Retirement/Pension System(TIAA),168,Optional Retirement/Pension System(TIAA),Current Unrestricted Funds,"1,374,784",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,1,"Salaries, Wages and Fringe Benefits",175,Workers' Compensation,175,Workers' Compensation,Current Unrestricted Funds,"98,086",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,1,"Salaries, Wages and Fringe Benefits",181,Tuition Waivers,181,Tuition Waivers,Current Unrestricted Funds,"1,157,820",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,2,Technical and Special Fees,201,Honorariums,201,HONORARIUMS,Current Unrestricted Funds,"23,632",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,2,Technical and Special Fees,217,Health Insurance (Contractual),217,Health Insurance (Contractual),Current Unrestricted Funds,"39,720",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,2,Technical and Special Fees,220,Special Payments Payroll,220,Special Payments Payroll,Current Unrestricted Funds,"8,129",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,2,Technical and Special Fees,221,Prizes and Awards To Non Employees,221,Prizes and Awards To Non Employees,Current Unrestricted Funds,"1,100",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,2,Technical and Special Fees,299,Other - Technical and Special Fees,299,OTHER - TECHNICAL AND SPECIAL FEES,Current Unrestricted Funds,132,R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,3,Communications,301,Postage,301,POSTAGE,Current Unrestricted Funds,"96,253",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,3,Communications,302,Telephone,302,Telephone,Current Restricted Funds,132,R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,3,Communications,306,Cellular Telephone Services and Equipment,306,Cellular Telephone Services and Equipment,Current Unrestricted Funds,"66,831",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,4,Travel,401,In State/Routine Operations,401,In State/Routine Operations,Current Restricted Funds,"2,733",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,4,Travel,401,In State/Routine Operations,401,In State/Routine Operations,Current Unrestricted Funds,"281,480",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,4,Travel,403,Out-Of-State/Routine Operations,403,OUT-OF-STATE/ROUTINE OPERATIONS,Current Restricted Funds,"1,862",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,4,Travel,403,Out-Of-State/Routine Operations,403,OUT-OF-STATE/ROUTINE OPERATIONS,Current Unrestricted Funds,"22,313",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,6,Fuel and Utilities,603,Fuel - Oil #2,603,FUEL - OIL #2,Current Unrestricted Funds,788,R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,6,Fuel and Utilities,606,Fuel - Natural Gas/Propane,606,Fuel - Natural Gas/Propane,Current Unrestricted Funds,"41,003",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,6,Fuel and Utilities,608,Fuel - Steam,608,Fuel - Steam,Current Unrestricted Funds,"47,353",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,6,Fuel and Utilities,620,Utilities - Electricity,620,UTILITIES - ELECTRICITY,Current Unrestricted Funds,"259,074",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,6,Fuel and Utilities,621,Utilities - Water/Sewage,621,UTILITIES - WATER/SEWAGE,Current Unrestricted Funds,"95,673",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,7,Motor Vehicle Operation and Maintenance,701,Purchase Cost Or Lease Cost,701,Purchase Cost Or Lease Cost,Current Unrestricted Funds,"5,314",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,7,Motor Vehicle Operation and Maintenance,702,Gas and Oil,702,GAS AND OIL,Current Unrestricted Funds,"1,744",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,7,Motor Vehicle Operation and Maintenance,703,Maintenance and Repair,703,MAINTENANCE AND REPAIR,Current Unrestricted Funds,"1,503",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,7,Motor Vehicle Operation and Maintenance,704,Insurance,704,INSURANCE,Current Unrestricted Funds,"2,154",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,8,Contractual Services,801,Advertising and Legal Publication,801,ADVERTISING AND LEGAL PUBLICATION,Current Unrestricted Funds,"16,733",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,8,Contractual Services,804,Printing/Reproduction,804,PRINTING/REPRODUCTION,Current Unrestricted Funds,"427,323",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,8,Contractual Services,805,Bookbinding/Photographic,805,Bookbinding/Photographic,Current Unrestricted Funds,940,R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,8,Contractual Services,808,Equip Rental(Other Than Data Processing),808,EQUIP RENTAL(OTHER THAN DATA PROCESSING),Current Unrestricted Funds,"8,842",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,8,Contractual Services,809,Equipment Repairs and Maintenance,809,EQUIPMENT REPAIRS AND MAINTENANCE,Current Unrestricted Funds,"118,004",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,8,Contractual Services,811,Food Services,811,FOOD SERVICES,Current Unrestricted Funds,"69,376",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,8,Contractual Services,816,Housekeeping,816,HOUSEKEEPING,Current Unrestricted Funds,914,R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,8,Contractual Services,821,Management Studies and Consultants,821,Management Studies and Consultants,Current Unrestricted Funds,"1,400",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,13,Fixed Charges,1308,Licenses,1308,LICENSES,Current Unrestricted Funds,"67,003",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,8,Contractual Services,890,Data Processing Microfilm/Microfiching,890,Data Processing Microfilm/Microfiching,Current Unrestricted Funds,"57,419",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,8,Contractual Services,891,Data Processing Freight,891,Data Processing Freight,Current Unrestricted Funds,"274,662",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,8,Contractual Services,899,Other Contractual Services-Non DP,899,OTHER CONTRACTUAL SERVICES-NON DP,Current Restricted Funds,"60,592",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,8,Contractual Services,899,Other Contractual Services-Non DP,899,OTHER CONTRACTUAL SERVICES-NON DP,Current Unrestricted Funds,"6,693,118",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,9,Supplies and Materials,902,Office Supplies,902,Office Supplies,Current Unrestricted Funds,"103,762",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,9,Supplies and Materials,904,Building and Household,904,BUILDING AND HOUSEHOLD,Current Unrestricted Funds,"33,811",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,9,Supplies and Materials,906,Laboratory,906,LABORATORY,Current Unrestricted Funds,"16,666",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,9,Supplies and Materials,909,Medical,909,MEDICAL,Current Unrestricted Funds,"149,736",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,9,Supplies and Materials,911,"Medicine, Drugs and Chemicals",911,"Medicine, Drugs and Chemicals",Current Unrestricted Funds,"2,979",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,9,Supplies and Materials,914,Instructional Supplies,914,INSTRUCTIONAL SUPPLIES,Current Unrestricted Funds,"-1,103",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,9,Supplies and Materials,951,Items For Resale,951,ITEMS FOR RESALE,Current Unrestricted Funds,"675,110",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,9,Supplies and Materials,999,Other Supplies and Materials,999,OTHER SUPPLIES AND MATERIALS,Current Restricted Funds,"177,191",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,9,Supplies and Materials,999,Other Supplies and Materials,999,OTHER SUPPLIES AND MATERIALS,Current Unrestricted Funds,"633,530",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,11,Equipment - Additional,1107,Educational Equipment,1107,Educational Equipment,Current Unrestricted Funds,"123,828",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,11,Equipment - Additional,1115,Office Equipment,1115,OFFICE EQUIPMENT,Current Unrestricted Funds,44,R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,11,Equipment - Additional,1191,Data Processing-Administrative,1191,Data Processing-Administrative,Current Unrestricted Funds,"10,059",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,11,Equipment - Additional,1199,Other Equipment,1199,OTHER EQUIPMENT,Current Unrestricted Funds,"25,037",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,12,"Grants, Subsidies, and Contributions",1204,Educational Grants,1204,EDUCATIONAL GRANTS,Current Restricted Funds,"30,750",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,12,"Grants, Subsidies, and Contributions",1204,Educational Grants,1204,EDUCATIONAL GRANTS,Current Unrestricted Funds,"870,158",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,12,"Grants, Subsidies, and Contributions",1299,"Other Grants, Subsidies and Contributions",1299,"Other Grants, Subsidies and Contributions",Current Unrestricted Funds,"8,628",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,13,Fixed Charges,1301,Rent (Non-DGS),1301,RENT (NON-DGS),Current Unrestricted Funds,"54,290",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,13,Fixed Charges,1304,Subscriptions,1304,Subscriptions,Current Unrestricted Funds,"41,360",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,13,Fixed Charges,1305,Association Dues,1305,ASSOCIATION DUES,Current Unrestricted Funds,"58,652",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,13,Fixed Charges,1309,Insurance (Non-STO Payments),1309,INSURANCE (NON-STO PAYMENTS),Current Unrestricted Funds,"528,663",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Student Services,14,Land and Structures,1499,Other Land and Structures,1499,OTHER LAND AND STRUCTURES,Current Unrestricted Funds,"319,939",R30_B22_05,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,1,"Salaries, Wages and Fringe Benefits",101,Regular Earnings,101,Regular Earnings,Current Restricted Funds,"3,399",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,1,"Salaries, Wages and Fringe Benefits",101,Regular Earnings,101,Regular Earnings,Current Unrestricted Funds,"78,570,430",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,1,"Salaries, Wages and Fringe Benefits",102,Additional Assistance,102,ADDITIONAL ASSISTANCE,Current Restricted Funds,"35,105",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,1,"Salaries, Wages and Fringe Benefits",102,Additional Assistance,102,ADDITIONAL ASSISTANCE,Current Unrestricted Funds,"4,463,510",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,1,"Salaries, Wages and Fringe Benefits",104,Overtime Earnings,104,OVERTIME EARNINGS,Current Unrestricted Funds,"734,499",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,1,"Salaries, Wages and Fringe Benefits",105,Shift Differential,105,Shift Differential,Current Unrestricted Funds,"150,597",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,1,"Salaries, Wages and Fringe Benefits",111,Accrued Leave Payments,111,Accrued Leave Payments,Current Unrestricted Funds,"1,107,359",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,1,"Salaries, Wages and Fringe Benefits",120,Student Payments,120,Student Payments,Current Restricted Funds,531,R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,1,"Salaries, Wages and Fringe Benefits",120,Student Payments,120,Student Payments,Current Unrestricted Funds,"832,866",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,1,"Salaries, Wages and Fringe Benefits",151,Social Security Contributions,151,Social Security Contributions,Current Restricted Funds,"2,920",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,1,"Salaries, Wages and Fringe Benefits",151,Social Security Contributions,151,Social Security Contributions,Current Unrestricted Funds,"6,540,690",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,1,"Salaries, Wages and Fringe Benefits",152,Health Insurance,152,HEALTH INSURANCE,Current Unrestricted Funds,"8,544,971",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,1,"Salaries, Wages and Fringe Benefits",154,Retirees Health Insurance Premiums,154,Retirees Health Insurance Premiums,Current Unrestricted Funds,"3,177,884",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,1,"Salaries, Wages and Fringe Benefits",161,Employees' Retirement,161,Employees' Retirement,Current Unrestricted Funds,"5,704,922",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,1,"Salaries, Wages and Fringe Benefits",163,Teachers' Retirement System,163,Teachers' Retirement System,Current Unrestricted Funds,"38,782",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,1,"Salaries, Wages and Fringe Benefits",168,Optional Retirement/Pension System(TIAA),168,Optional Retirement/Pension System(TIAA),Current Unrestricted Funds,"3,229,975",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,1,"Salaries, Wages and Fringe Benefits",169,Law Enforcement Officers' Pension System,169,Law Enforcement Officers' Pension System,Current Unrestricted Funds,"2,375,640",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,1,"Salaries, Wages and Fringe Benefits",175,Workers' Compensation,175,Workers' Compensation,Current Unrestricted Funds,"280,061",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,1,"Salaries, Wages and Fringe Benefits",181,Tuition Waivers,181,Tuition Waivers,Current Unrestricted Funds,"1,366,528",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,2,Technical and Special Fees,201,Honorariums,201,HONORARIUMS,Current Restricted Funds,"2,000",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,2,Technical and Special Fees,201,Honorariums,201,HONORARIUMS,Current Unrestricted Funds,"18,450",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,2,Technical and Special Fees,216,Royalty Payments,216,Royalty Payments,Current Unrestricted Funds,195,R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,2,Technical and Special Fees,217,Health Insurance (Contractual),217,Health Insurance (Contractual),Current Unrestricted Funds,"108,256",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,2,Technical and Special Fees,220,Special Payments Payroll,220,Special Payments Payroll,Current Unrestricted Funds,"1,218,724",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,2,Technical and Special Fees,299,Other - Technical and Special Fees,299,OTHER - TECHNICAL AND SPECIAL FEES,Current Unrestricted Funds,"20,400",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,3,Communications,301,Postage,301,POSTAGE,Current Unrestricted Funds,"296,954",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,3,Communications,302,Telephone,302,Telephone,Current Restricted Funds,312,R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,3,Communications,302,Telephone,302,Telephone,Current Unrestricted Funds,"206,301",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,3,Communications,306,Cellular Telephone Services and Equipment,306,Cellular Telephone Services and Equipment,Current Unrestricted Funds,"122,449",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,4,Travel,401,In State/Routine Operations,401,In State/Routine Operations,Current Unrestricted Funds,"72,180",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,4,Travel,403,Out-Of-State/Routine Operations,403,OUT-OF-STATE/ROUTINE OPERATIONS,Current Unrestricted Funds,"54,085",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,6,Fuel and Utilities,603,Fuel - Oil #2,603,FUEL - OIL #2,Current Unrestricted Funds,"1,568",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,6,Fuel and Utilities,605,Fuel - Oil #6,605,Fuel - Oil #6,Current Unrestricted Funds,"4,468",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,6,Fuel and Utilities,606,Fuel - Natural Gas/Propane,606,Fuel - Natural Gas/Propane,Current Unrestricted Funds,"7,435",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,6,Fuel and Utilities,608,Fuel - Steam,608,Fuel - Steam,Current Unrestricted Funds,"46,065",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,6,Fuel and Utilities,620,Utilities - Electricity,620,UTILITIES - ELECTRICITY,Current Unrestricted Funds,"135,498",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,6,Fuel and Utilities,621,Utilities - Water/Sewage,621,UTILITIES - WATER/SEWAGE,Current Unrestricted Funds,"57,373",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,7,Motor Vehicle Operation and Maintenance,701,Purchase Cost Or Lease Cost,701,Purchase Cost Or Lease Cost,Current Unrestricted Funds,"7,836",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,7,Motor Vehicle Operation and Maintenance,702,Gas and Oil,702,GAS AND OIL,Current Unrestricted Funds,"111,385",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,7,Motor Vehicle Operation and Maintenance,703,Maintenance and Repair,703,MAINTENANCE AND REPAIR,Current Unrestricted Funds,"113,361",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,7,Motor Vehicle Operation and Maintenance,704,Insurance,704,INSURANCE,Current Unrestricted Funds,"218,418",R30_B22_06,3,Higher Education
